"Flat 6,27/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",8090000.0,589.0,450.0,35.0,10 Oct 2018
"Flat 7,27/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5650000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 8,27/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5670000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 8,27/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5670000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 4,28/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",6170000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 5,28/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",8610000.0,589.0,450.0,35.0,10 Oct 2018
"Flat 6,28/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",8140000.0,589.0,450.0,35.0,10 Oct 2018
"Flat 7,28/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5690000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 8,28/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5710000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 8,28/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5710000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 8,28/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5710000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 1,29/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5330000.0,391.0,304.0,35.0,10 Oct 2018
"Flat 2,29/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",8360000.0,579.0,440.0,35.0,10 Oct 2018
"Flat 3,29/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",8430000.0,584.0,460.0,35.0,10 Oct 2018
"Flat 4,29/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",6210000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 5,29/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",8670000.0,589.0,450.0,35.0,10 Oct 2018
"Flat 6,29/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",8200000.0,589.0,450.0,35.0,10 Oct 2018
"Flat 7,29/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5730000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 8,29/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5750000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 8,29/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5750000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 8,29/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5750000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 1,30/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5370000.0,391.0,304.0,35.0,10 Oct 2018
"Flat 2,30/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",8420000.0,579.0,440.0,35.0,10 Oct 2018
"Flat 3,30/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",8490000.0,584.0,460.0,35.0,10 Oct 2018
"Flat 5,30/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",8730000.0,589.0,450.0,35.0,10 Oct 2018
"Flat 7,30/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5770000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 8,30/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5790000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 8,30/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5790000.0,422.0,325.0,35.0,10 Oct 2018
